"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,28,3,32,2021-11-01
"20 - 24",3,0,61,0,64,2021-11-01
"25 - 29",5,3,126,8,142,2021-11-01
"30 - 34",1,4,219,7,231,2021-11-01
"35 - 39",6,6,262,18,292,2021-11-01
"40 - 44",2,14,369,33,418,2021-11-01
"45 - 49",10,9,670,70,759,2021-11-01
"50 - 54",11,20,1107,163,1301,2021-11-01
"55 - 59",15,24,1499,274,1812,2021-11-01
"60 - 64",22,27,1592,492,2133,2021-11-01
"65 - 69",20,47,1571,764,2402,2021-11-01
"70 - 74",14,43,1387,1045,2489,2021-11-01
"75 - 79",13,23,688,725,1449,2021-11-01
"80 - 84",4,2,149,244,399,2021-11-01
"85 - 89",1,0,19,41,61,2021-11-01
">90",0,0,3,2,5,2021-11-01
