"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,2,53,7,65,2022-11-07
"20 - 24",5,0,115,3,123,2022-11-07
"25 - 29",3,0,193,13,209,2022-11-07
"30 - 34",3,0,330,14,347,2022-11-07
"35 - 39",2,4,411,26,443,2022-11-07
"40 - 44",3,0,523,52,578,2022-11-07
"45 - 49",5,1,904,97,1007,2022-11-07
"50 - 54",11,1,1434,221,1667,2022-11-07
"55 - 59",12,4,1939,385,2340,2022-11-07
"60 - 64",18,6,2113,687,2824,2022-11-07
"65 - 69",25,5,2083,1039,3152,2022-11-07
"70 - 74",23,11,1838,1367,3239,2022-11-07
"75 - 79",19,6,1012,976,2013,2022-11-07
"80 - 84",12,5,270,322,609,2022-11-07
"85 - 89",5,0,58,62,125,2022-11-07
">90",0,0,13,9,22,2022-11-07
