"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,26,3,30,2021-10-02
"20 - 24",4,0,60,0,64,2021-10-02
"25 - 29",6,4,117,7,134,2021-10-02
"30 - 34",3,3,210,7,223,2021-10-02
"35 - 39",8,7,242,15,272,2021-10-02
"40 - 44",7,12,346,32,397,2021-10-02
"45 - 49",10,4,655,69,738,2021-10-02
"50 - 54",18,17,1081,155,1271,2021-10-02
"55 - 59",18,15,1462,271,1766,2021-10-02
"60 - 64",22,24,1554,476,2076,2021-10-02
"65 - 69",13,22,1548,748,2331,2021-10-02
"70 - 74",12,23,1367,1021,2423,2021-10-02
"75 - 79",9,11,676,713,1409,2021-10-02
"80 - 84",3,0,143,234,380,2021-10-02
"85 - 89",0,0,19,40,59,2021-10-02
">90",0,0,3,2,5,2021-10-02
