"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,47,7,57,2022-07-25
"20 - 24",5,0,110,0,115,2022-07-25
"25 - 29",4,1,184,12,201,2022-07-25
"30 - 34",6,2,322,13,343,2022-07-25
"35 - 39",4,1,399,26,430,2022-07-25
"40 - 44",6,5,506,50,567,2022-07-25
"45 - 49",7,3,890,93,993,2022-07-25
"50 - 54",8,6,1407,215,1636,2022-07-25
"55 - 59",20,4,1902,375,2301,2022-07-25
"60 - 64",15,10,2074,674,2773,2022-07-25
"65 - 69",26,5,2033,1019,3083,2022-07-25
"70 - 74",25,11,1768,1339,3143,2022-07-25
"75 - 79",22,6,960,953,1941,2022-07-25
"80 - 84",8,1,240,310,559,2022-07-25
"85 - 89",0,1,48,54,103,2022-07-25
">90",0,0,8,5,13,2022-07-25
