"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,3,31,4,39,2021-12-15
"20 - 24",5,3,73,0,81,2021-12-15
"25 - 29",8,4,144,9,165,2021-12-15
"30 - 34",6,19,255,9,289,2021-12-15
"35 - 39",12,17,314,19,362,2021-12-15
"40 - 44",9,22,410,37,478,2021-12-15
"45 - 49",33,43,732,78,886,2021-12-15
"50 - 54",49,53,1196,170,1468,2021-12-15
"55 - 59",39,86,1613,298,2036,2021-12-15
"60 - 64",45,102,1721,553,2421,2021-12-15
"65 - 69",60,109,1674,854,2697,2021-12-15
"70 - 74",41,105,1467,1154,2767,2021-12-15
"75 - 79",28,54,747,814,1643,2021-12-15
"80 - 84",6,3,161,264,434,2021-12-15
"85 - 89",1,0,23,44,68,2021-12-15
">90",1,0,3,2,6,2021-12-15
