"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,38,6,47,2022-02-26
"20 - 24",7,1,90,0,98,2022-02-26
"25 - 29",4,1,168,11,184,2022-02-26
"30 - 34",6,1,295,11,313,2022-02-26
"35 - 39",7,1,381,24,413,2022-02-26
"40 - 44",11,5,469,42,527,2022-02-26
"45 - 49",11,8,849,88,956,2022-02-26
"50 - 54",22,16,1346,199,1583,2022-02-26
"55 - 59",37,20,1793,350,2200,2022-02-26
"60 - 64",37,36,1932,619,2624,2022-02-26
"65 - 69",37,32,1874,963,2906,2022-02-26
"70 - 74",29,29,1628,1265,2951,2022-02-26
"75 - 79",22,17,843,892,1774,2022-02-26
"80 - 84",5,2,188,281,476,2022-02-26
"85 - 89",0,0,31,48,79,2022-02-26
">90",0,0,4,3,7,2022-02-26
