"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,57,7,67,2022-12-07
"20 - 24",4,0,116,3,123,2022-12-07
"25 - 29",2,0,194,13,209,2022-12-07
"30 - 34",3,0,330,14,347,2022-12-07
"35 - 39",3,2,414,26,445,2022-12-07
"40 - 44",2,1,527,52,582,2022-12-07
"45 - 49",3,1,910,98,1012,2022-12-07
"50 - 54",10,1,1440,223,1674,2022-12-07
"55 - 59",13,5,1946,389,2353,2022-12-07
"60 - 64",11,3,2130,688,2832,2022-12-07
"65 - 69",18,6,2101,1049,3174,2022-12-07
"70 - 74",14,10,1857,1375,3256,2022-12-07
"75 - 79",19,6,1028,982,2035,2022-12-07
"80 - 84",11,1,280,326,618,2022-12-07
"85 - 89",3,1,61,62,127,2022-12-07
">90",1,0,13,9,23,2022-12-07
