"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,45,6,54,2022-04-06
"20 - 24",6,1,103,0,110,2022-04-06
"25 - 29",5,1,175,11,192,2022-04-06
"30 - 34",6,2,310,12,330,2022-04-06
"35 - 39",3,2,392,26,423,2022-04-06
"40 - 44",7,5,489,47,548,2022-04-06
"45 - 49",8,3,873,91,975,2022-04-06
"50 - 54",16,6,1379,209,1610,2022-04-06
"55 - 59",27,12,1847,362,2248,2022-04-06
"60 - 64",26,21,2012,645,2704,2022-04-06
"65 - 69",28,16,1961,994,2999,2022-04-06
"70 - 74",35,26,1692,1306,3059,2022-04-06
"75 - 79",27,12,893,924,1856,2022-04-06
"80 - 84",9,9,204,290,512,2022-04-06
"85 - 89",1,2,37,50,90,2022-04-06
">90",1,0,4,4,9,2022-04-06
