"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,57,7,66,2022-12-01
"20 - 24",4,0,116,3,123,2022-12-01
"25 - 29",2,0,194,13,209,2022-12-01
"30 - 34",3,0,330,14,347,2022-12-01
"35 - 39",4,1,413,26,444,2022-12-01
"40 - 44",2,0,527,52,581,2022-12-01
"45 - 49",4,1,907,98,1010,2022-12-01
"50 - 54",9,3,1440,222,1674,2022-12-01
"55 - 59",11,5,1946,388,2350,2022-12-01
"60 - 64",13,4,2125,688,2830,2022-12-01
"65 - 69",19,3,2098,1048,3168,2022-12-01
"70 - 74",19,8,1850,1373,3250,2022-12-01
"75 - 79",16,5,1025,982,2028,2022-12-01
"80 - 84",12,1,276,325,614,2022-12-01
"85 - 89",4,1,60,62,127,2022-12-01
">90",1,0,13,9,23,2022-12-01
