"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,62,8,72,2023-02-23
"20 - 24",2,0,121,2,125,2023-02-23
"25 - 29",0,0,198,13,211,2023-02-23
"30 - 34",2,0,334,14,350,2023-02-23
"35 - 39",2,0,423,27,452,2023-02-23
"40 - 44",1,1,534,54,590,2023-02-23
"45 - 49",4,0,918,99,1021,2023-02-23
"50 - 54",9,2,1457,229,1697,2023-02-23
"55 - 59",6,6,1977,396,2385,2023-02-23
"60 - 64",12,4,2167,695,2878,2023-02-23
"65 - 69",15,3,2149,1071,3238,2023-02-23
"70 - 74",14,8,1915,1397,3334,2023-02-23
"75 - 79",10,8,1077,1003,2098,2023-02-23
"80 - 84",10,3,312,339,664,2023-02-23
"85 - 89",5,1,72,72,150,2023-02-23
">90",0,0,17,9,26,2023-02-23
