"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,46,6,54,2022-04-16
"20 - 24",4,1,106,0,111,2022-04-16
"25 - 29",5,0,177,11,193,2022-04-16
"30 - 34",7,2,310,13,332,2022-04-16
"35 - 39",4,0,394,26,424,2022-04-16
"40 - 44",7,8,491,47,553,2022-04-16
"45 - 49",8,7,875,92,982,2022-04-16
"50 - 54",17,5,1383,211,1616,2022-04-16
"55 - 59",26,12,1853,364,2255,2022-04-16
"60 - 64",22,15,2025,651,2713,2022-04-16
"65 - 69",33,24,1969,995,3021,2022-04-16
"70 - 74",27,16,1714,1315,3072,2022-04-16
"75 - 79",23,14,906,930,1873,2022-04-16
"80 - 84",9,5,211,295,520,2022-04-16
"85 - 89",2,1,40,50,93,2022-04-16
">90",1,0,5,4,10,2022-04-16
