"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,50,7,60,2022-09-06
"20 - 24",3,0,113,1,117,2022-09-06
"25 - 29",1,0,191,12,204,2022-09-06
"30 - 34",4,0,323,14,341,2022-09-06
"35 - 39",3,0,404,26,433,2022-09-06
"40 - 44",4,2,512,50,568,2022-09-06
"45 - 49",5,0,896,94,995,2022-09-06
"50 - 54",10,2,1417,218,1647,2022-09-06
"55 - 59",11,3,1921,382,2317,2022-09-06
"60 - 64",13,7,2087,681,2788,2022-09-06
"65 - 69",15,5,2054,1026,3100,2022-09-06
"70 - 74",17,4,1799,1347,3167,2022-09-06
"75 - 79",5,3,988,960,1956,2022-09-06
"80 - 84",8,2,247,312,569,2022-09-06
"85 - 89",1,0,51,55,107,2022-09-06
">90",0,0,9,7,16,2022-09-06
