"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,45,6,54,2022-04-04
"20 - 24",4,4,102,0,110,2022-04-04
"25 - 29",5,1,175,11,192,2022-04-04
"30 - 34",5,2,310,12,329,2022-04-04
"35 - 39",3,1,392,26,422,2022-04-04
"40 - 44",5,6,489,47,547,2022-04-04
"45 - 49",8,4,871,91,974,2022-04-04
"50 - 54",19,4,1376,208,1607,2022-04-04
"55 - 59",24,16,1846,360,2246,2022-04-04
"60 - 64",28,21,2008,644,2701,2022-04-04
"65 - 69",32,18,1956,992,2998,2022-04-04
"70 - 74",34,28,1690,1305,3057,2022-04-04
"75 - 79",29,12,889,923,1853,2022-04-04
"80 - 84",9,8,203,289,509,2022-04-04
"85 - 89",1,4,37,49,91,2022-04-04
">90",1,0,4,4,9,2022-04-04
