"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,38,6,47,2022-02-25
"20 - 24",7,1,90,0,98,2022-02-25
"25 - 29",4,1,168,11,184,2022-02-25
"30 - 34",6,1,295,11,313,2022-02-25
"35 - 39",7,1,381,24,413,2022-02-25
"40 - 44",9,7,469,42,527,2022-02-25
"45 - 49",13,8,848,88,957,2022-02-25
"50 - 54",23,16,1344,199,1582,2022-02-25
"55 - 59",38,22,1792,350,2202,2022-02-25
"60 - 64",36,37,1931,619,2623,2022-02-25
"65 - 69",36,32,1873,963,2904,2022-02-25
"70 - 74",30,29,1626,1265,2950,2022-02-25
"75 - 79",21,18,842,892,1773,2022-02-25
"80 - 84",5,2,188,281,476,2022-02-25
"85 - 89",0,0,31,48,79,2022-02-25
">90",0,0,4,3,7,2022-02-25
