"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",4,1,43,6,54,2022-04-01
"20 - 24",4,3,102,0,109,2022-04-01
"25 - 29",5,1,175,11,192,2022-04-01
"30 - 34",5,3,310,11,329,2022-04-01
"35 - 39",3,1,392,26,422,2022-04-01
"40 - 44",6,6,487,47,546,2022-04-01
"45 - 49",9,4,870,92,975,2022-04-01
"50 - 54",22,7,1371,207,1607,2022-04-01
"55 - 59",23,16,1842,360,2241,2022-04-01
"60 - 64",30,21,2002,643,2696,2022-04-01
"65 - 69",35,22,1951,992,3000,2022-04-01
"70 - 74",32,29,1687,1303,3051,2022-04-01
"75 - 79",29,16,885,922,1852,2022-04-01
"80 - 84",7,10,203,288,508,2022-04-01
"85 - 89",1,2,37,49,89,2022-04-01
">90",1,0,4,4,9,2022-04-01
