"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,65,7,74,2023-03-24
"20 - 24",1,0,124,3,128,2023-03-24
"25 - 29",0,0,202,13,215,2023-03-24
"30 - 34",0,2,336,14,352,2023-03-24
"35 - 39",3,0,426,28,457,2023-03-24
"40 - 44",1,1,538,55,595,2023-03-24
"45 - 49",3,3,922,101,1029,2023-03-24
"50 - 54",5,1,1467,235,1708,2023-03-24
"55 - 59",7,4,1990,398,2399,2023-03-24
"60 - 64",11,8,2187,700,2906,2023-03-24
"65 - 69",14,11,2168,1077,3270,2023-03-24
"70 - 74",11,15,1953,1404,3383,2023-03-24
"75 - 79",15,2,1104,1016,2137,2023-03-24
"80 - 84",6,7,328,348,689,2023-03-24
"85 - 89",5,0,76,77,158,2023-03-24
">90",1,1,19,12,33,2023-03-24
