"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,62,8,71,2023-02-02
"20 - 24",2,0,120,2,124,2023-02-02
"25 - 29",0,0,198,13,211,2023-02-02
"30 - 34",2,0,334,14,350,2023-02-02
"35 - 39",3,0,421,27,451,2023-02-02
"40 - 44",1,1,531,53,586,2023-02-02
"45 - 49",3,0,917,97,1017,2023-02-02
"50 - 54",9,1,1455,229,1694,2023-02-02
"55 - 59",8,4,1972,395,2379,2023-02-02
"60 - 64",10,6,2163,693,2872,2023-02-02
"65 - 69",12,2,2145,1067,3226,2023-02-02
"70 - 74",16,5,1905,1390,3316,2023-02-02
"75 - 79",15,6,1069,1000,2090,2023-02-02
"80 - 84",8,1,307,338,654,2023-02-02
"85 - 89",7,1,63,69,140,2023-02-02
">90",1,0,15,9,25,2023-02-02
