"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,51,7,61,2022-10-07
"20 - 24",5,0,113,2,120,2022-10-07
"25 - 29",2,1,191,12,206,2022-10-07
"30 - 34",5,0,325,14,344,2022-10-07
"35 - 39",2,0,408,26,436,2022-10-07
"40 - 44",4,1,516,50,571,2022-10-07
"45 - 49",2,2,901,95,1000,2022-10-07
"50 - 54",9,2,1426,219,1656,2022-10-07
"55 - 59",13,2,1928,382,2325,2022-10-07
"60 - 64",11,5,2097,681,2794,2022-10-07
"65 - 69",16,4,2067,1030,3117,2022-10-07
"70 - 74",16,12,1812,1350,3190,2022-10-07
"75 - 79",18,7,995,964,1984,2022-10-07
"80 - 84",11,5,255,318,589,2022-10-07
"85 - 89",3,1,54,58,116,2022-10-07
">90",1,1,10,8,20,2022-10-07
