"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,62,8,71,2023-02-14
"20 - 24",2,0,120,2,124,2023-02-14
"25 - 29",0,0,198,13,211,2023-02-14
"30 - 34",2,0,334,14,350,2023-02-14
"35 - 39",3,0,422,27,452,2023-02-14
"40 - 44",0,0,533,54,587,2023-02-14
"45 - 49",2,0,918,97,1017,2023-02-14
"50 - 54",8,1,1457,229,1695,2023-02-14
"55 - 59",7,3,1974,395,2379,2023-02-14
"60 - 64",15,4,2163,694,2876,2023-02-14
"65 - 69",15,2,2145,1069,3231,2023-02-14
"70 - 74",16,11,1908,1393,3328,2023-02-14
"75 - 79",11,5,1075,1002,2093,2023-02-14
"80 - 84",9,3,311,338,661,2023-02-14
"85 - 89",7,0,65,70,142,2023-02-14
">90",0,0,16,9,25,2023-02-14
