"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,36,4,43,2022-01-10
"20 - 24",4,2,78,0,84,2022-01-10
"25 - 29",6,5,152,10,173,2022-01-10
"30 - 34",7,6,282,11,306,2022-01-10
"35 - 39",5,8,352,21,386,2022-01-10
"40 - 44",10,16,439,40,505,2022-01-10
"45 - 49",20,31,785,86,922,2022-01-10
"50 - 54",29,48,1274,184,1535,2022-01-10
"55 - 59",37,49,1703,329,2118,2022-01-10
"60 - 64",42,73,1835,586,2536,2022-01-10
"65 - 69",60,63,1768,910,2801,2022-01-10
"70 - 74",30,61,1548,1229,2868,2022-01-10
"75 - 79",26,41,786,857,1710,2022-01-10
"80 - 84",9,3,168,271,451,2022-01-10
"85 - 89",1,0,26,45,72,2022-01-10
">90",1,0,3,3,7,2022-01-10
