"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,5,31,3,40,2021-12-06
"20 - 24",8,3,68,0,79,2021-12-06
"25 - 29",8,2,137,9,156,2021-12-06
"30 - 34",11,15,243,7,276,2021-12-06
"35 - 39",9,18,302,19,348,2021-12-06
"40 - 44",10,21,400,36,467,2021-12-06
"45 - 49",20,41,713,77,851,2021-12-06
"50 - 54",32,54,1171,164,1421,2021-12-06
"55 - 59",41,97,1566,290,1994,2021-12-06
"60 - 64",48,97,1679,541,2365,2021-12-06
"65 - 69",50,113,1641,830,2634,2021-12-06
"70 - 74",35,99,1444,1138,2716,2021-12-06
"75 - 79",27,46,725,799,1597,2021-12-06
"80 - 84",9,5,159,257,430,2021-12-06
"85 - 89",1,0,21,44,66,2021-12-06
">90",0,0,3,2,5,2021-12-06
