"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,26,3,30,2021-09-29
"20 - 24",5,1,58,0,64,2021-09-29
"25 - 29",5,3,117,7,132,2021-09-29
"30 - 34",5,3,208,7,223,2021-09-29
"35 - 39",8,8,241,15,272,2021-09-29
"40 - 44",4,11,346,31,392,2021-09-29
"45 - 49",15,5,649,69,738,2021-09-29
"50 - 54",21,19,1076,155,1271,2021-09-29
"55 - 59",17,18,1461,270,1766,2021-09-29
"60 - 64",21,26,1552,475,2074,2021-09-29
"65 - 69",15,24,1545,746,2330,2021-09-29
"70 - 74",10,23,1366,1020,2419,2021-09-29
"75 - 79",10,10,675,711,1406,2021-09-29
"80 - 84",2,1,143,233,379,2021-09-29
"85 - 89",0,0,19,40,59,2021-09-29
">90",0,0,3,2,5,2021-09-29
