"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,46,7,56,2022-06-29
"20 - 24",5,0,108,0,113,2022-06-29
"25 - 29",4,0,183,12,199,2022-06-29
"30 - 34",4,1,317,13,335,2022-06-29
"35 - 39",3,3,397,26,429,2022-06-29
"40 - 44",5,1,503,49,558,2022-06-29
"45 - 49",6,2,888,92,988,2022-06-29
"50 - 54",10,4,1401,214,1629,2022-06-29
"55 - 59",23,7,1887,372,2289,2022-06-29
"60 - 64",9,11,2063,670,2753,2022-06-29
"65 - 69",24,6,2020,1011,3061,2022-06-29
"70 - 74",18,3,1755,1338,3114,2022-06-29
"75 - 79",20,5,944,944,1913,2022-06-29
"80 - 84",9,2,229,304,544,2022-06-29
"85 - 89",2,0,46,54,102,2022-06-29
">90",0,0,7,5,12,2022-06-29
