"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",4,0,52,7,63,2022-10-26
"20 - 24",5,1,114,3,123,2022-10-26
"25 - 29",2,1,193,12,208,2022-10-26
"30 - 34",2,1,329,14,346,2022-10-26
"35 - 39",2,2,411,26,441,2022-10-26
"40 - 44",3,2,520,52,577,2022-10-26
"45 - 49",4,3,903,96,1006,2022-10-26
"50 - 54",12,1,1430,219,1662,2022-10-26
"55 - 59",10,4,1937,384,2335,2022-10-26
"60 - 64",17,10,2103,685,2815,2022-10-26
"65 - 69",24,5,2078,1035,3142,2022-10-26
"70 - 74",21,15,1827,1360,3223,2022-10-26
"75 - 79",15,6,1009,972,2002,2022-10-26
"80 - 84",14,3,263,322,602,2022-10-26
"85 - 89",4,0,57,61,122,2022-10-26
">90",0,0,13,9,22,2022-10-26
