"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,38,6,46,2022-02-20
"20 - 24",8,1,88,0,97,2022-02-20
"25 - 29",4,2,166,11,183,2022-02-20
"30 - 34",6,2,292,11,311,2022-02-20
"35 - 39",9,2,376,23,410,2022-02-20
"40 - 44",10,7,466,42,525,2022-02-20
"45 - 49",13,8,845,86,952,2022-02-20
"50 - 54",24,13,1339,198,1574,2022-02-20
"55 - 59",39,17,1784,349,2189,2022-02-20
"60 - 64",35,29,1923,616,2603,2022-02-20
"65 - 69",41,32,1861,957,2891,2022-02-20
"70 - 74",35,23,1614,1265,2937,2022-02-20
"75 - 79",16,27,834,891,1768,2022-02-20
"80 - 84",8,6,183,277,474,2022-02-20
"85 - 89",2,0,29,48,79,2022-02-20
">90",0,0,4,3,7,2022-02-20
