"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,1,46,6,56,2022-06-23
"20 - 24",4,0,108,0,112,2022-06-23
"25 - 29",4,1,183,12,200,2022-06-23
"30 - 34",4,0,317,13,334,2022-06-23
"35 - 39",4,2,397,26,429,2022-06-23
"40 - 44",5,0,503,49,557,2022-06-23
"45 - 49",6,0,888,91,985,2022-06-23
"50 - 54",10,3,1401,214,1628,2022-06-23
"55 - 59",19,6,1886,372,2283,2022-06-23
"60 - 64",12,8,2061,668,2749,2022-06-23
"65 - 69",28,7,2016,1009,3060,2022-06-23
"70 - 74",15,4,1756,1338,3113,2022-06-23
"75 - 79",18,4,943,943,1908,2022-06-23
"80 - 84",7,2,230,304,543,2022-06-23
"85 - 89",1,1,46,54,102,2022-06-23
">90",0,0,7,5,12,2022-06-23
