"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,3,28,4,36,2021-11-27
"20 - 24",4,5,66,0,75,2021-11-27
"25 - 29",7,5,134,8,154,2021-11-27
"30 - 34",10,11,232,7,260,2021-11-27
"35 - 39",10,15,289,19,333,2021-11-27
"40 - 44",11,17,389,34,451,2021-11-27
"45 - 49",13,31,700,74,818,2021-11-27
"50 - 54",31,46,1143,164,1384,2021-11-27
"55 - 59",36,66,1538,284,1924,2021-11-27
"60 - 64",40,97,1642,522,2301,2021-11-27
"65 - 69",30,94,1625,814,2563,2021-11-27
"70 - 74",23,90,1425,1102,2640,2021-11-27
"75 - 79",23,50,712,765,1550,2021-11-27
"80 - 84",8,4,157,254,423,2021-11-27
"85 - 89",1,0,20,44,65,2021-11-27
">90",0,0,3,2,5,2021-11-27
