"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,62,8,70,2023-01-06
"20 - 24",2,0,120,2,124,2023-01-06
"25 - 29",0,0,196,13,209,2023-01-06
"30 - 34",2,1,332,14,349,2023-01-06
"35 - 39",4,1,418,26,449,2023-01-06
"40 - 44",1,2,529,53,585,2023-01-06
"45 - 49",4,1,914,98,1017,2023-01-06
"50 - 54",7,3,1451,226,1687,2023-01-06
"55 - 59",8,7,1963,392,2370,2023-01-06
"60 - 64",12,7,2149,690,2858,2023-01-06
"65 - 69",11,15,2126,1056,3208,2023-01-06
"70 - 74",11,17,1885,1385,3298,2023-01-06
"75 - 79",18,10,1050,994,2072,2023-01-06
"80 - 84",7,1,297,335,640,2023-01-06
"85 - 89",1,2,65,64,132,2023-01-06
">90",0,0,15,9,24,2023-01-06
