"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,62,8,71,2023-01-10
"20 - 24",2,0,120,2,124,2023-01-10
"25 - 29",0,0,197,13,210,2023-01-10
"30 - 34",3,1,332,14,350,2023-01-10
"35 - 39",3,0,420,27,450,2023-01-10
"40 - 44",0,2,530,53,585,2023-01-10
"45 - 49",5,0,914,97,1016,2023-01-10
"50 - 54",7,3,1453,228,1691,2023-01-10
"55 - 59",9,6,1964,393,2372,2023-01-10
"60 - 64",14,7,2151,690,2862,2023-01-10
"65 - 69",18,6,2129,1059,3212,2023-01-10
"70 - 74",16,14,1885,1386,3301,2023-01-10
"75 - 79",13,13,1056,996,2078,2023-01-10
"80 - 84",7,2,298,335,642,2023-01-10
"85 - 89",2,0,65,66,133,2023-01-10
">90",0,0,15,9,24,2023-01-10
