"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,3,29,3,37,2021-12-01
"20 - 24",3,5,68,0,76,2021-12-01
"25 - 29",6,4,136,8,154,2021-12-01
"30 - 34",12,12,238,7,269,2021-12-01
"35 - 39",6,19,295,19,339,2021-12-01
"40 - 44",10,18,394,34,456,2021-12-01
"45 - 49",20,32,706,75,833,2021-12-01
"50 - 54",30,53,1156,164,1403,2021-12-01
"55 - 59",34,82,1549,287,1952,2021-12-01
"60 - 64",46,104,1658,530,2338,2021-12-01
"65 - 69",41,113,1629,822,2605,2021-12-01
"70 - 74",28,95,1433,1121,2677,2021-12-01
"75 - 79",28,51,719,781,1579,2021-12-01
"80 - 84",9,4,158,254,425,2021-12-01
"85 - 89",0,0,21,44,65,2021-12-01
">90",0,0,3,2,5,2021-12-01
