"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,24,3,29,2021-08-25
"20 - 24",5,0,54,0,59,2021-08-25
"25 - 29",5,4,108,7,124,2021-08-25
"30 - 34",2,9,179,6,196,2021-08-25
"35 - 39",6,8,221,15,250,2021-08-25
"40 - 44",4,13,327,27,371,2021-08-25
"45 - 49",10,12,624,67,713,2021-08-25
"50 - 54",17,32,1039,145,1233,2021-08-25
"55 - 59",8,25,1427,258,1718,2021-08-25
"60 - 64",11,35,1515,462,2023,2021-08-25
"65 - 69",17,35,1507,732,2291,2021-08-25
"70 - 74",18,19,1334,1005,2376,2021-08-25
"75 - 79",7,16,668,694,1385,2021-08-25
"80 - 84",0,2,141,228,371,2021-08-25
"85 - 89",0,1,18,38,57,2021-08-25
">90",0,0,3,2,5,2021-08-25
