"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,62,8,71,2023-01-24
"20 - 24",2,0,120,2,124,2023-01-24
"25 - 29",0,0,197,13,210,2023-01-24
"30 - 34",2,0,333,14,349,2023-01-24
"35 - 39",2,1,421,27,451,2023-01-24
"40 - 44",0,2,531,53,586,2023-01-24
"45 - 49",2,0,917,97,1016,2023-01-24
"50 - 54",9,3,1454,229,1695,2023-01-24
"55 - 59",8,5,1972,394,2379,2023-01-24
"60 - 64",10,7,2161,693,2871,2023-01-24
"65 - 69",14,5,2143,1064,3226,2023-01-24
"70 - 74",18,7,1898,1389,3312,2023-01-24
"75 - 79",16,6,1061,999,2082,2023-01-24
"80 - 84",8,4,302,337,651,2023-01-24
"85 - 89",4,2,63,69,138,2023-01-24
">90",0,0,15,9,24,2023-01-24
