"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,3,37,5,46,2022-01-31
"20 - 24",3,3,82,0,88,2022-01-31
"25 - 29",4,3,160,10,177,2022-01-31
"30 - 34",3,3,289,11,306,2022-01-31
"35 - 39",10,6,365,21,402,2022-01-31
"40 - 44",7,6,458,40,511,2022-01-31
"45 - 49",21,17,815,87,940,2022-01-31
"50 - 54",34,22,1310,192,1558,2022-01-31
"55 - 59",35,28,1747,342,2152,2022-01-31
"60 - 64",31,35,1897,608,2571,2022-01-31
"65 - 69",43,34,1829,939,2845,2022-01-31
"70 - 74",27,38,1583,1251,2899,2022-01-31
"75 - 79",19,19,816,874,1728,2022-01-31
"80 - 84",7,1,178,273,459,2022-01-31
"85 - 89",0,1,27,47,75,2022-01-31
">90",0,0,4,3,7,2022-01-31
