"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,38,6,45,2022-02-15
"20 - 24",6,2,87,0,95,2022-02-15
"25 - 29",3,4,165,11,183,2022-02-15
"30 - 34",5,2,291,11,309,2022-02-15
"35 - 39",7,1,375,23,406,2022-02-15
"40 - 44",9,8,464,42,523,2022-02-15
"45 - 49",18,9,837,87,951,2022-02-15
"50 - 54",28,17,1331,197,1573,2022-02-15
"55 - 59",44,20,1769,349,2182,2022-02-15
"60 - 64",29,33,1917,614,2593,2022-02-15
"65 - 69",37,40,1856,954,2887,2022-02-15
"70 - 74",29,28,1607,1261,2925,2022-02-15
"75 - 79",18,20,831,885,1754,2022-02-15
"80 - 84",8,4,181,277,470,2022-02-15
"85 - 89",2,0,29,47,78,2022-02-15
">90",0,0,4,3,7,2022-02-15
