"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,47,7,57,2022-07-19
"20 - 24",5,2,109,0,116,2022-07-19
"25 - 29",3,2,184,12,201,2022-07-19
"30 - 34",6,2,322,13,343,2022-07-19
"35 - 39",4,0,399,26,429,2022-07-19
"40 - 44",6,4,506,49,565,2022-07-19
"45 - 49",5,2,890,92,989,2022-07-19
"50 - 54",9,3,1406,215,1633,2022-07-19
"55 - 59",20,3,1900,374,2297,2022-07-19
"60 - 64",10,12,2069,674,2765,2022-07-19
"65 - 69",25,7,2030,1018,3080,2022-07-19
"70 - 74",25,6,1767,1339,3137,2022-07-19
"75 - 79",18,5,957,951,1931,2022-07-19
"80 - 84",6,3,239,310,558,2022-07-19
"85 - 89",0,0,48,54,102,2022-07-19
">90",0,0,8,5,13,2022-07-19
