"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,43,6,51,2022-03-25
"20 - 24",4,2,101,0,107,2022-03-25
"25 - 29",4,1,175,11,191,2022-03-25
"30 - 34",5,1,310,11,327,2022-03-25
"35 - 39",5,0,389,26,420,2022-03-25
"40 - 44",7,4,484,47,542,2022-03-25
"45 - 49",12,9,865,88,974,2022-03-25
"50 - 54",20,11,1367,206,1604,2022-03-25
"55 - 59",22,16,1835,359,2232,2022-03-25
"60 - 64",30,20,1987,641,2678,2022-03-25
"65 - 69",33,24,1934,988,2979,2022-03-25
"70 - 74",27,38,1676,1296,3037,2022-03-25
"75 - 79",25,23,875,915,1838,2022-03-25
"80 - 84",4,5,198,288,495,2022-03-25
"85 - 89",3,1,33,49,86,2022-03-25
">90",2,0,3,4,9,2022-03-25
