"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,1,48,7,59,2022-08-08
"20 - 24",4,0,110,1,115,2022-08-08
"25 - 29",3,0,186,12,201,2022-08-08
"30 - 34",6,2,323,14,345,2022-08-08
"35 - 39",5,0,402,26,433,2022-08-08
"40 - 44",7,2,509,50,568,2022-08-08
"45 - 49",7,3,891,93,994,2022-08-08
"50 - 54",8,3,1411,218,1640,2022-08-08
"55 - 59",16,2,1910,377,2305,2022-08-08
"60 - 64",12,12,2082,678,2784,2022-08-08
"65 - 69",25,6,2043,1021,3095,2022-08-08
"70 - 74",23,9,1780,1341,3153,2022-08-08
"75 - 79",22,7,970,956,1955,2022-08-08
"80 - 84",8,3,243,310,564,2022-08-08
"85 - 89",0,0,49,55,104,2022-08-08
">90",0,1,9,5,15,2022-08-08
