"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,38,6,46,2022-03-02
"20 - 24",6,2,91,0,99,2022-03-02
"25 - 29",6,1,168,11,186,2022-03-02
"30 - 34",6,3,296,11,316,2022-03-02
"35 - 39",4,2,385,24,415,2022-03-02
"40 - 44",10,7,471,42,530,2022-03-02
"45 - 49",12,5,853,88,958,2022-03-02
"50 - 54",20,15,1350,201,1586,2022-03-02
"55 - 59",39,20,1798,350,2207,2022-03-02
"60 - 64",33,30,1944,623,2630,2022-03-02
"65 - 69",35,31,1883,965,2914,2022-03-02
"70 - 74",35,27,1630,1268,2960,2022-03-02
"75 - 79",20,20,846,896,1782,2022-03-02
"80 - 84",5,1,189,281,476,2022-03-02
"85 - 89",1,0,31,48,80,2022-03-02
">90",0,0,4,3,7,2022-03-02
