"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,43,6,50,2022-03-22
"20 - 24",4,3,100,0,107,2022-03-22
"25 - 29",4,2,174,11,191,2022-03-22
"30 - 34",6,4,306,11,327,2022-03-22
"35 - 39",5,1,388,25,419,2022-03-22
"40 - 44",8,7,480,46,541,2022-03-22
"45 - 49",14,9,860,88,971,2022-03-22
"50 - 54",20,11,1363,205,1599,2022-03-22
"55 - 59",24,13,1830,359,2226,2022-03-22
"60 - 64",26,23,1980,638,2667,2022-03-22
"65 - 69",36,25,1923,987,2971,2022-03-22
"70 - 74",31,31,1670,1289,3021,2022-03-22
"75 - 79",18,23,870,914,1825,2022-03-22
"80 - 84",5,4,198,286,493,2022-03-22
"85 - 89",1,2,32,49,84,2022-03-22
">90",2,1,3,3,9,2022-03-22
