"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,27,3,30,2021-10-23
"20 - 24",3,0,61,0,64,2021-10-23
"25 - 29",4,3,125,7,139,2021-10-23
"30 - 34",1,2,217,7,227,2021-10-23
"35 - 39",2,8,256,17,283,2021-10-23
"40 - 44",4,10,363,33,410,2021-10-23
"45 - 49",5,6,668,70,749,2021-10-23
"50 - 54",16,20,1097,160,1293,2021-10-23
"55 - 59",15,17,1489,274,1795,2021-10-23
"60 - 64",11,26,1586,487,2110,2021-10-23
"65 - 69",9,35,1564,758,2366,2021-10-23
"70 - 74",13,32,1378,1036,2459,2021-10-23
"75 - 79",10,20,684,718,1432,2021-10-23
"80 - 84",4,3,146,240,393,2021-10-23
"85 - 89",0,0,19,41,60,2021-10-23
">90",0,0,3,2,5,2021-10-23
