"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,27,3,30,2021-10-13
"20 - 24",3,0,61,0,64,2021-10-13
"25 - 29",6,6,118,7,137,2021-10-13
"30 - 34",3,3,213,7,226,2021-10-13
"35 - 39",7,5,249,17,278,2021-10-13
"40 - 44",7,9,354,33,403,2021-10-13
"45 - 49",8,4,660,70,742,2021-10-13
"50 - 54",10,17,1095,159,1281,2021-10-13
"55 - 59",16,16,1477,274,1783,2021-10-13
"60 - 64",23,16,1569,481,2089,2021-10-13
"65 - 69",10,25,1558,752,2345,2021-10-13
"70 - 74",9,25,1375,1029,2438,2021-10-13
"75 - 79",6,14,681,716,1417,2021-10-13
"80 - 84",1,6,144,235,386,2021-10-13
"85 - 89",0,1,19,40,60,2021-10-13
">90",0,0,3,2,5,2021-10-13
