"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,46,6,55,2022-05-17
"20 - 24",4,0,107,0,111,2022-05-17
"25 - 29",5,0,180,11,196,2022-05-17
"30 - 34",5,0,313,13,331,2022-05-17
"35 - 39",4,1,396,26,427,2022-05-17
"40 - 44",8,1,497,48,554,2022-05-17
"45 - 49",8,3,883,91,985,2022-05-17
"50 - 54",17,3,1392,212,1624,2022-05-17
"55 - 59",30,7,1866,367,2270,2022-05-17
"60 - 64",20,10,2044,662,2736,2022-05-17
"65 - 69",30,8,1999,1004,3041,2022-05-17
"70 - 74",21,6,1743,1328,3098,2022-05-17
"75 - 79",21,3,924,941,1889,2022-05-17
"80 - 84",8,0,224,302,534,2022-05-17
"85 - 89",0,0,46,51,97,2022-05-17
">90",0,0,7,4,11,2022-05-17
