"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,4,33,4,42,2021-12-25
"20 - 24",5,2,75,0,82,2021-12-25
"25 - 29",6,4,147,9,166,2021-12-25
"30 - 34",15,9,263,9,296,2021-12-25
"35 - 39",14,12,328,20,374,2021-12-25
"40 - 44",13,14,423,38,488,2021-12-25
"45 - 49",25,34,763,81,903,2021-12-25
"50 - 54",35,52,1233,174,1494,2021-12-25
"55 - 59",56,76,1635,310,2077,2021-12-25
"60 - 64",48,98,1766,567,2479,2021-12-25
"65 - 69",44,94,1726,875,2739,2021-12-25
"70 - 74",48,85,1498,1182,2813,2021-12-25
"75 - 79",27,48,762,834,1671,2021-12-25
"80 - 84",5,4,163,269,441,2021-12-25
"85 - 89",0,1,24,45,70,2021-12-25
">90",0,0,3,3,6,2021-12-25
