"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,27,3,30,2021-10-16
"20 - 24",3,0,61,0,64,2021-10-16
"25 - 29",7,5,119,7,138,2021-10-16
"30 - 34",2,3,214,7,226,2021-10-16
"35 - 39",4,5,253,17,279,2021-10-16
"40 - 44",6,7,357,33,403,2021-10-16
"45 - 49",9,4,662,70,745,2021-10-16
"50 - 54",12,14,1095,160,1281,2021-10-16
"55 - 59",18,12,1480,274,1784,2021-10-16
"60 - 64",17,19,1575,482,2093,2021-10-16
"65 - 69",10,23,1562,754,2349,2021-10-16
"70 - 74",10,20,1377,1033,2440,2021-10-16
"75 - 79",6,16,682,716,1420,2021-10-16
"80 - 84",3,6,145,236,390,2021-10-16
"85 - 89",0,0,19,41,60,2021-10-16
">90",0,0,3,2,5,2021-10-16
