"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,51,7,61,2022-09-28
"20 - 24",4,0,113,1,118,2022-09-28
"25 - 29",1,1,191,12,205,2022-09-28
"30 - 34",4,0,324,14,342,2022-09-28
"35 - 39",2,0,408,26,436,2022-09-28
"40 - 44",4,1,516,50,571,2022-09-28
"45 - 49",3,1,900,94,998,2022-09-28
"50 - 54",9,2,1424,220,1655,2022-09-28
"55 - 59",10,3,1926,382,2321,2022-09-28
"60 - 64",11,9,2092,681,2793,2022-09-28
"65 - 69",17,7,2063,1028,3115,2022-09-28
"70 - 74",13,10,1808,1348,3179,2022-09-28
"75 - 79",7,5,994,962,1968,2022-09-28
"80 - 84",10,3,250,317,580,2022-09-28
"85 - 89",3,2,53,56,114,2022-09-28
">90",0,1,10,7,18,2022-09-28
