"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,46,6,55,2022-05-31
"20 - 24",4,0,107,0,111,2022-05-31
"25 - 29",4,0,181,11,196,2022-05-31
"30 - 34",6,0,313,13,332,2022-05-31
"35 - 39",3,1,397,26,427,2022-05-31
"40 - 44",9,0,497,48,554,2022-05-31
"45 - 49",6,2,886,91,985,2022-05-31
"50 - 54",18,1,1392,213,1624,2022-05-31
"55 - 59",26,6,1872,369,2273,2022-05-31
"60 - 64",16,7,2051,665,2739,2022-05-31
"65 - 69",25,8,2003,1007,3043,2022-05-31
"70 - 74",17,9,1751,1331,3108,2022-05-31
"75 - 79",21,2,932,942,1897,2022-05-31
"80 - 84",5,0,227,302,534,2022-05-31
"85 - 89",0,0,46,51,97,2022-05-31
">90",0,0,7,5,12,2022-05-31
