"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,1,53,7,64,2022-11-04
"20 - 24",5,0,115,3,123,2022-11-04
"25 - 29",3,0,193,13,209,2022-11-04
"30 - 34",2,0,330,14,346,2022-11-04
"35 - 39",2,4,411,26,443,2022-11-04
"40 - 44",3,0,523,52,578,2022-11-04
"45 - 49",5,1,904,97,1007,2022-11-04
"50 - 54",11,2,1434,220,1667,2022-11-04
"55 - 59",12,3,1940,385,2340,2022-11-04
"60 - 64",16,8,2112,686,2822,2022-11-04
"65 - 69",26,6,2082,1038,3152,2022-11-04
"70 - 74",22,9,1838,1367,3236,2022-11-04
"75 - 79",18,11,1012,974,2015,2022-11-04
"80 - 84",12,1,270,322,605,2022-11-04
"85 - 89",6,0,57,62,125,2022-11-04
">90",0,0,13,9,22,2022-11-04
