"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,2,54,7,66,2022-11-08
"20 - 24",5,0,115,3,123,2022-11-08
"25 - 29",2,0,194,13,209,2022-11-08
"30 - 34",3,0,330,14,347,2022-11-08
"35 - 39",2,3,411,26,442,2022-11-08
"40 - 44",3,0,523,52,578,2022-11-08
"45 - 49",4,1,905,97,1007,2022-11-08
"50 - 54",12,1,1435,221,1669,2022-11-08
"55 - 59",12,4,1940,385,2341,2022-11-08
"60 - 64",18,8,2113,687,2826,2022-11-08
"65 - 69",22,5,2086,1040,3153,2022-11-08
"70 - 74",22,12,1841,1367,3242,2022-11-08
"75 - 79",18,7,1013,976,2014,2022-11-08
"80 - 84",12,6,269,322,609,2022-11-08
"85 - 89",5,0,58,62,125,2022-11-08
">90",0,0,13,9,22,2022-11-08
