"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,37,5,44,2022-01-20
"20 - 24",2,2,80,0,84,2022-01-20
"25 - 29",5,3,157,10,175,2022-01-20
"30 - 34",4,3,288,11,306,2022-01-20
"35 - 39",2,10,360,21,393,2022-01-20
"40 - 44",7,10,452,40,509,2022-01-20
"45 - 49",18,21,806,86,931,2022-01-20
"50 - 54",30,39,1296,186,1551,2022-01-20
"55 - 59",35,41,1725,336,2137,2022-01-20
"60 - 64",45,48,1866,598,2557,2022-01-20
"65 - 69",48,47,1806,928,2829,2022-01-20
"70 - 74",27,52,1567,1239,2885,2022-01-20
"75 - 79",24,20,802,870,1716,2022-01-20
"80 - 84",6,2,174,272,454,2022-01-20
"85 - 89",0,0,27,46,73,2022-01-20
">90",1,0,3,3,7,2022-01-20
