"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,25,3,28,2021-08-30
"20 - 24",4,0,55,0,59,2021-08-30
"25 - 29",5,4,110,7,126,2021-08-30
"30 - 34",3,12,180,6,201,2021-08-30
"35 - 39",8,8,224,15,255,2021-08-30
"40 - 44",2,12,331,29,374,2021-08-30
"45 - 49",9,13,629,67,718,2021-08-30
"50 - 54",15,32,1046,146,1239,2021-08-30
"55 - 59",9,29,1432,260,1730,2021-08-30
"60 - 64",18,36,1518,465,2037,2021-08-30
"65 - 69",18,36,1511,733,2298,2021-08-30
"70 - 74",15,17,1338,1010,2380,2021-08-30
"75 - 79",4,17,671,696,1388,2021-08-30
"80 - 84",1,2,142,229,374,2021-08-30
"85 - 89",0,1,18,38,57,2021-08-30
">90",0,0,3,2,5,2021-08-30
