"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,50,7,60,2022-09-16
"20 - 24",4,0,113,1,118,2022-09-16
"25 - 29",1,0,191,12,204,2022-09-16
"30 - 34",4,0,324,14,342,2022-09-16
"35 - 39",2,0,406,26,434,2022-09-16
"40 - 44",4,1,514,50,569,2022-09-16
"45 - 49",2,0,899,94,995,2022-09-16
"50 - 54",9,4,1420,219,1652,2022-09-16
"55 - 59",8,3,1926,382,2319,2022-09-16
"60 - 64",11,6,2091,681,2789,2022-09-16
"65 - 69",17,9,2057,1026,3109,2022-09-16
"70 - 74",14,3,1804,1348,3169,2022-09-16
"75 - 79",5,3,990,961,1959,2022-09-16
"80 - 84",10,1,249,313,573,2022-09-16
"85 - 89",2,1,51,55,109,2022-09-16
">90",1,0,9,7,17,2022-09-16
