"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,36,5,43,2022-01-16
"20 - 24",3,2,79,0,84,2022-01-16
"25 - 29",6,4,155,10,175,2022-01-16
"30 - 34",7,3,284,11,305,2022-01-16
"35 - 39",7,8,354,21,390,2022-01-16
"40 - 44",12,9,446,40,507,2022-01-16
"45 - 49",21,22,798,86,927,2022-01-16
"50 - 54",26,39,1290,185,1540,2022-01-16
"55 - 59",38,47,1716,334,2135,2022-01-16
"60 - 64",46,54,1854,595,2549,2022-01-16
"65 - 69",52,59,1790,920,2821,2022-01-16
"70 - 74",28,53,1561,1233,2875,2022-01-16
"75 - 79",22,29,797,866,1714,2022-01-16
"80 - 84",7,1,173,272,453,2022-01-16
"85 - 89",1,0,27,46,74,2022-01-16
">90",1,0,3,3,7,2022-01-16
