"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,2,28,4,34,2021-11-22
"20 - 24",6,3,64,0,73,2021-11-22
"25 - 29",5,4,133,8,150,2021-11-22
"30 - 34",8,8,228,7,251,2021-11-22
"35 - 39",7,15,282,19,323,2021-11-22
"40 - 44",15,19,379,33,446,2021-11-22
"45 - 49",16,23,691,73,803,2021-11-22
"50 - 54",30,36,1133,164,1363,2021-11-22
"55 - 59",26,54,1525,282,1887,2021-11-22
"60 - 64",30,88,1628,515,2261,2021-11-22
"65 - 69",22,96,1609,795,2522,2021-11-22
"70 - 74",25,77,1412,1089,2603,2021-11-22
"75 - 79",20,44,706,753,1523,2021-11-22
"80 - 84",5,7,156,251,419,2021-11-22
"85 - 89",1,2,20,42,65,2021-11-22
">90",0,0,3,2,5,2021-11-22
