"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",4,0,43,6,53,2022-03-31
"20 - 24",4,2,102,0,108,2022-03-31
"25 - 29",5,0,175,11,191,2022-03-31
"30 - 34",5,3,310,11,329,2022-03-31
"35 - 39",3,2,391,26,422,2022-03-31
"40 - 44",6,7,487,47,547,2022-03-31
"45 - 49",9,5,870,90,974,2022-03-31
"50 - 54",22,6,1371,207,1606,2022-03-31
"55 - 59",25,18,1840,359,2242,2022-03-31
"60 - 64",30,23,2001,642,2696,2022-03-31
"65 - 69",32,22,1947,992,2993,2022-03-31
"70 - 74",33,31,1684,1301,3049,2022-03-31
"75 - 79",27,16,884,921,1848,2022-03-31
"80 - 84",4,8,204,288,504,2022-03-31
"85 - 89",3,2,35,49,89,2022-03-31
">90",1,0,4,4,9,2022-03-31
