"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,26,3,30,2021-09-30
"20 - 24",5,1,58,0,64,2021-09-30
"25 - 29",6,3,117,7,133,2021-09-30
"30 - 34",4,3,209,7,223,2021-09-30
"35 - 39",7,9,242,15,273,2021-09-30
"40 - 44",5,12,346,32,395,2021-09-30
"45 - 49",14,4,651,69,738,2021-09-30
"50 - 54",21,19,1077,155,1272,2021-09-30
"55 - 59",19,16,1461,270,1766,2021-09-30
"60 - 64",20,26,1554,476,2076,2021-09-30
"65 - 69",14,22,1547,747,2330,2021-09-30
"70 - 74",10,24,1367,1020,2421,2021-09-30
"75 - 79",10,11,675,711,1407,2021-09-30
"80 - 84",2,1,143,234,380,2021-09-30
"85 - 89",0,0,19,40,59,2021-09-30
">90",0,0,3,2,5,2021-09-30
