"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,57,7,67,2022-12-06
"20 - 24",4,0,116,3,123,2022-12-06
"25 - 29",2,0,194,13,209,2022-12-06
"30 - 34",3,0,330,14,347,2022-12-06
"35 - 39",4,2,413,26,445,2022-12-06
"40 - 44",2,1,527,52,582,2022-12-06
"45 - 49",4,1,909,98,1012,2022-12-06
"50 - 54",9,1,1440,223,1673,2022-12-06
"55 - 59",12,6,1946,389,2353,2022-12-06
"60 - 64",11,4,2129,688,2832,2022-12-06
"65 - 69",18,5,2100,1048,3171,2022-12-06
"70 - 74",19,10,1852,1374,3255,2022-12-06
"75 - 79",17,7,1027,982,2033,2022-12-06
"80 - 84",10,4,279,326,619,2022-12-06
"85 - 89",3,1,61,62,127,2022-12-06
">90",1,0,13,9,23,2022-12-06
