"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,28,4,33,2021-11-12
"20 - 24",3,1,64,0,68,2021-11-12
"25 - 29",3,6,131,8,148,2021-11-12
"30 - 34",3,3,222,7,235,2021-11-12
"35 - 39",9,10,269,19,307,2021-11-12
"40 - 44",7,14,373,33,427,2021-11-12
"45 - 49",14,20,681,70,785,2021-11-12
"50 - 54",16,32,1119,162,1329,2021-11-12
"55 - 59",22,34,1512,277,1845,2021-11-12
"60 - 64",21,55,1611,504,2191,2021-11-12
"65 - 69",16,59,1594,781,2450,2021-11-12
"70 - 74",23,63,1395,1064,2545,2021-11-12
"75 - 79",12,41,700,732,1485,2021-11-12
"80 - 84",4,5,152,248,409,2021-11-12
"85 - 89",0,1,20,42,63,2021-11-12
">90",0,0,3,2,5,2021-11-12
