"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,62,8,71,2023-02-07
"20 - 24",2,0,120,2,124,2023-02-07
"25 - 29",0,0,198,13,211,2023-02-07
"30 - 34",2,0,334,14,350,2023-02-07
"35 - 39",3,0,422,27,452,2023-02-07
"40 - 44",0,0,532,54,586,2023-02-07
"45 - 49",3,0,917,97,1017,2023-02-07
"50 - 54",9,1,1455,229,1694,2023-02-07
"55 - 59",7,4,1975,395,2381,2023-02-07
"60 - 64",12,4,2162,694,2872,2023-02-07
"65 - 69",13,2,2144,1068,3227,2023-02-07
"70 - 74",15,10,1905,1392,3322,2023-02-07
"75 - 79",13,5,1071,1001,2090,2023-02-07
"80 - 84",12,1,307,338,658,2023-02-07
"85 - 89",5,0,65,70,140,2023-02-07
">90",0,0,16,9,25,2023-02-07
