"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,51,7,61,2022-09-26
"20 - 24",4,0,113,1,118,2022-09-26
"25 - 29",1,0,191,12,204,2022-09-26
"30 - 34",4,0,324,14,342,2022-09-26
"35 - 39",2,0,407,26,435,2022-09-26
"40 - 44",4,1,516,50,571,2022-09-26
"45 - 49",3,0,900,94,997,2022-09-26
"50 - 54",9,3,1423,220,1655,2022-09-26
"55 - 59",9,5,1927,382,2323,2022-09-26
"60 - 64",10,6,2093,681,2790,2022-09-26
"65 - 69",17,5,2059,1028,3109,2022-09-26
"70 - 74",12,7,1806,1348,3173,2022-09-26
"75 - 79",7,4,991,962,1964,2022-09-26
"80 - 84",9,1,250,317,577,2022-09-26
"85 - 89",3,1,53,56,113,2022-09-26
">90",0,0,10,7,17,2022-09-26
