"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,62,8,71,2023-01-11
"20 - 24",2,0,120,2,124,2023-01-11
"25 - 29",0,0,197,13,210,2023-01-11
"30 - 34",3,1,332,14,350,2023-01-11
"35 - 39",3,0,420,27,450,2023-01-11
"40 - 44",0,2,530,53,585,2023-01-11
"45 - 49",5,0,914,98,1017,2023-01-11
"50 - 54",8,3,1453,228,1692,2023-01-11
"55 - 59",9,5,1965,394,2373,2023-01-11
"60 - 64",12,9,2153,690,2864,2023-01-11
"65 - 69",18,5,2129,1060,3212,2023-01-11
"70 - 74",16,15,1885,1386,3302,2023-01-11
"75 - 79",14,12,1056,996,2078,2023-01-11
"80 - 84",7,3,298,335,643,2023-01-11
"85 - 89",2,1,65,66,134,2023-01-11
">90",0,0,15,9,24,2023-01-11
