"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,36,4,43,2022-01-07
"20 - 24",4,2,78,0,84,2022-01-07
"25 - 29",6,6,151,10,173,2022-01-07
"30 - 34",7,7,281,11,306,2022-01-07
"35 - 39",8,4,349,21,382,2022-01-07
"40 - 44",11,16,437,40,504,2022-01-07
"45 - 49",16,33,783,86,918,2022-01-07
"50 - 54",29,44,1269,180,1522,2022-01-07
"55 - 59",39,57,1693,325,2114,2022-01-07
"60 - 64",45,70,1824,586,2525,2022-01-07
"65 - 69",51,70,1765,906,2792,2022-01-07
"70 - 74",28,68,1542,1225,2863,2022-01-07
"75 - 79",26,40,784,855,1705,2022-01-07
"80 - 84",8,3,168,271,450,2022-01-07
"85 - 89",2,0,25,45,72,2022-01-07
">90",1,0,3,3,7,2022-01-07
