"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",78,3341,12,3431,2022-03-22
"20 - 24",9,995,3,1007,2022-03-22
"25 - 29",36,1673,3,1712,2022-03-22
"30 - 34",30,2327,14,2371,2022-03-22
"35 - 39",40,2427,13,2480,2022-03-22
"40 - 44",28,2692,21,2741,2022-03-22
"45 - 49",32,3951,39,4022,2022-03-22
"50 - 54",69,6015,106,6190,2022-03-22
"55 - 59",118,7282,178,7578,2022-03-22
"60 - 64",139,7619,353,8111,2022-03-22
"65 - 69",206,7665,718,8589,2022-03-22
"70 - 74",254,9094,1467,10815,2022-03-22
"75 - 79",270,8813,2467,11550,2022-03-22
"80 - 84",293,7264,2887,10444,2022-03-22
"85 - 89",214,4709,2178,7101,2022-03-22
">90",112,2126,966,3204,2022-03-22
