"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",97,3882,14,3993,2022-07-12
"20 - 24",11,1075,3,1089,2022-07-12
"25 - 29",15,1842,3,1860,2022-07-12
"30 - 34",22,2535,15,2572,2022-07-12
"35 - 39",12,2592,16,2620,2022-07-12
"40 - 44",20,2857,22,2899,2022-07-12
"45 - 49",27,4134,44,4205,2022-07-12
"50 - 54",34,6360,114,6508,2022-07-12
"55 - 59",61,7768,200,8029,2022-07-12
"60 - 64",92,8296,392,8780,2022-07-12
"65 - 69",101,8619,769,9489,2022-07-12
"70 - 74",137,10288,1557,11982,2022-07-12
"75 - 79",189,10139,2628,12956,2022-07-12
"80 - 84",175,8557,3041,11773,2022-07-12
"85 - 89",150,5729,2319,8198,2022-07-12
">90",74,2689,1078,3841,2022-07-12
