"Leeftijd","Klinisch_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",39,1555,6,1600,2021-10-16
"20 - 24",2,558,3,563,2021-10-16
"25 - 29",11,920,2,933,2021-10-16
"30 - 34",12,1334,11,1357,2021-10-16
"35 - 39",12,1520,10,1542,2021-10-16
"40 - 44",15,1891,13,1919,2021-10-16
"45 - 49",15,3064,28,3107,2021-10-16
"50 - 54",28,4708,77,4813,2021-10-16
"55 - 59",36,5679,134,5849,2021-10-16
"60 - 64",32,5653,249,5934,2021-10-16
"65 - 69",36,5533,521,6090,2021-10-16
"70 - 74",54,6481,1092,7627,2021-10-16
"75 - 79",51,6090,1795,7936,2021-10-16
"80 - 84",58,4763,2059,6880,2021-10-16
"85 - 89",37,2948,1503,4488,2021-10-16
">90",16,1295,639,1950,2021-10-16
